customer_id;signup_date;last_interaction_date;tenure_months;monthly_charge;total_charges;contract_type;payment_method;internet_service;support_tickets_30d;num_services;promo_applied;region;device_type;avg_download_mbps;downtime_hrs_30d;late_payments_12m;nps_text;churn
CUST00552;22/03/2019;26/12/2021;76;83.8316819;6340.32;Mes a mes;Billetera;;0;5;No;Lima Metropolitana;Modem;209.8283975;3.245186224;2;Podría mejorar;1
CUST00211;1/10/2023;3/06/2024;22;81.26314199;1813.49;Mes a mes;Débito;Fibra;1;5;No;Norte;Router;154.3310198;5.600253323;1;Rápido y estable;0
CUST01047;31/03/2019;7/02/2025;78;;3866.51;2 años;Tarjeta;DSL;0;4;No;Lima Metropolitana;Router;34.04709869;3.552331628;1;Precio alto;0
CUST00924;12/09/2024;10/10/2024;13;54.76424012;681.57;2 años;Billetera;Cable;1;5;No;Centro;Combo;151.954977;3.57107305;0;Caídas frecuentes;1
CUST00810;21/03/2021;17/10/2021;55;72.58824416;4099.73;1 año;Tarjeta;Cable;3;2;No;Lima Metropolitana;Router;120.4767793;4.027193059;0;Podría mejorar;0
CUST00618;19/03/2024;12/10/2024;15;82.01652905;1208.87;Mes a mes;Tarjeta;Fibra;0;3;No;Oriente;Modem;285.2935989;1.154746333;3;Servicio lento;1
CUST00933;4/03/2022;30/04/2025;40;70.33902724;2819.26;Mes a mes;Efectivo;Cable;1;4;No;Lima Metropolitana;Modem;85.07731231;2.833925631;0;Excelente atención;0
CUST00620;19/02/2023;6/05/2024;31;55.46079222;1725.23;1 año;Tarjeta;DSL;0;5;No;;Router;28.83592406;1.232711668;0;Precio alto;1
CUST00189;4/10/2019;12/07/2021;69;;4607.53;Mes a mes;Efectivo;DSL;0;3;No;Centro;Combo;38.34783294;2.358030129;1;Rápido y estable;1
CUST00711;4/03/2025;25/05/2025;7;66.53565699;519.21;1 año;Efectivo;Fibra;1;4;Sí;Lima Metropolitana;Router;193.1589612;3.032132065;1;Servicio lento;1
CUST00937;4/01/2024;15/08/2024;17;68.22404005;1123.31;2 años;Tarjeta;Fibra;0;1;Sí;Norte;Modem;195.2633285;1.201405087;0;Cobro incorrecto;1
CUST01169;27/08/2020;2/12/2024;59;65.10274587;3944.85;1 año;;DSL;0;2;Sí;Sur;Router;31.79695769;3.429493657;0;Servicio lento;0
CUST01220;24/02/2025;7/07/2025;3;67.9879778;135.85;1 año;Débito;Cable;0;3;No;Sur;Modem;71.66779637;0.492250057;0;Todo bien;0
CUST01098;21/05/2020;4/03/2025;61;62.7603527;3861.92;Mes a mes;Efectivo;Cable;0;2;No;Lima Metropolitana;Router;123.9136737;1.46844844;0;Soporte deficiente;0
CUST00902;26/02/2019;28/11/2021;76;53.22032268;3979.65;1 año;Efectivo;Fibra;0;2;Sí;Lima Metropolitana;Combo;191.3028822;7.466089597;2;Conforme;0
CUST00084;29/09/2019;15/11/2024;73;67.00818228;4859.52;Mes a mes;Débito;Cable;0;3;Sí;Sur;Router;85.34864143;7.395842692;0;Mala experiencia;0
CUST00702;15/07/2023;26/07/2024;25;77.31169632;1889.56;Mes a mes;Débito;DSL;0;1;No;Oriente;Combo;37.91717859;2.082596819;0;Mala experiencia;1
CUST00049;22/06/2025;22/07/2025;1;77.16683119;49.03;1 año;Billetera;Fibra;1;3;No;Lima Metropolitana;ONT;138.4037239;1.73725174;1;Servicio lento;1
CUST01284;24/10/2023;3/08/2024;20;78.35758015;1537.85;Mes a mes;Tarjeta;Fibra;0;1;No;Lima Metropolitana;Modem;215.3947939;3.453195193;0;Muy satisfecho;1
CUST00156;13/06/2024;11/07/2025;12;93.89024363;1142.81;Mes a mes;Efectivo;Fibra;1;4;Sí;Lima Metropolitana;Router;198.2225922;5.839639763;1;Podría mejorar;0
CUST01152;15/05/2020;27/08/2023;62;62.31607474;3791.13;Mes a mes;;DSL;0;2;No;Norte;Router;30.39260969;1.355873671;1;Todo bien;0
CUST01142;25/08/2021;11/10/2024;50;83.66814043;4189.29;Mes a mes;Débito;Fibra;0;3;No;Sur;Router;172.0951836;5.961829111;3;Mala experiencia;0
CUST00975;21/12/2021;23/12/2021;45;65.90183471;3011.33;1 año;;DSL;0;4;Sí;Norte;Router;39.40495428;0.950764957;0;Mala experiencia;1
CUST01058;17/02/2021;6/08/2024;55;227.0307545;12523.32;2 años;Tarjeta;Cable;1;4;Sí;Sur;Combo;95.2319441;4.799723947;0;Excelente atención;1
CUST00808;14/08/2021;17/10/2024;48;58.30877314;2905.5;Mes a mes;Billetera;DSL;0;4;No;Centro;Router;43.21385249;1.275204438;3;Servicio lento;1
CUST01230;8/03/2025;31/03/2025;7;67.3824171;449.89;2 años;Tarjeta;Fibra;1;4;No;Centro;Modem;225.9075479;9.754594504;0;Cobro incorrecto;1
CUST01481;9/03/2022;5/06/2023;40;63.37955554;2548.97;Mes a mes;Tarjeta;DSL;0;1;No;Sur;Modem;30.94006595;2.100636599;0;Todo bien;0
CUST01437;22/08/2019;4/03/2024;74;52.47622905;3896.7;Mes a mes;;Cable;0;4;No;Lima Metropolitana;Router;51.08458571;2.043841185;2;Precio alto;0
CUST00180;16/10/2022;8/01/2023;32;76.65351918;2509.38;Mes a mes;Débito;DSL;2;1;No;Lima Metropolitana;ONT;31.08111411;4.161677204;0;Mala experiencia;0
CUST01356;7/04/2023;21/02/2025;29;33.76052417;977.75;1 año;Tarjeta;DSL;0;2;Sí;Norte;Combo;16.2708831;1.653612997;0;Muy satisfecho;0
CUST01247;26/04/2024;23/06/2024;15;44.25917423;631;2 años;Débito;DSL;0;3;No;Centro;Modem;40.77042544;2.699448233;1;Podría mejorar;0
CUST01041;12/04/2023;11/12/2024;28;58.20748975;1713.05;Mes a mes;Tarjeta;DSL;0;3;No;Norte;Combo;46.03831422;2.286823804;0;Conforme;0
CUST00950;18/04/2023;26/09/2023;26;81.83987443;2137.03;2 años;Débito;Fibra;0;3;Sí;;ONT;160.0128171;;0;Todo bien;0
CUST00817;5/08/2020;27/05/2025;59;57.42699999;3452.39;2 años;Cheque;Cable;1;4;Sí;Lima Metropolitana;Router;123.0606861;3.452609224;0;Conforme;0
CUST00364;6/06/2020;3/09/2023;65;90.49009709;5859.56;1 año;Tarjeta;Cable;1;4;Sí;Lima Metropolitana;Router;93.24453862;4.49208502;3;Caídas frecuentes;1
CUST01178;16/04/2019;12/06/2019;74;;3346.87;Mes a mes;Tarjeta;DSL;0;2;No;Lima Metropolitana;Router;24.3535365;1.521791835;0;Muy satisfecho;0
CUST01199;25/08/2024;5/09/2024;12;72.55145788;901.35;Mes a mes;;DSL;0;3;No;Centro;Modem;33.98262863;2.878473608;0;Conforme;0
CUST00347;19/06/2020;5/06/2023;62;55.88683108;3503.31;1 año;Efectivo;Fibra;3;4;Sí;Lima Metropolitana;Combo;252.8106744;9.12770799;3;Muy satisfecho;0
CUST01011;27/11/2020;20/08/2022;55;48.0561753;2645.47;Mes a mes;Billetera;Cable;0;4;Sí;Norte;Router;65.86947687;7.021835289;2;Conforme;0
CUST00615;13/04/2020;5/04/2021;62;72.48325143;4471.52;2 años;Tarjeta;Fibra;1;3;Sí;Lima Metropolitana;Router;168.918922;3.351419404;1;Excelente atención;1
CUST00966;13/02/2020;25/11/2022;65;68.91887542;4511.3;Mes a mes;Tarjeta;Fibra;0;3;Sí;Sur;ONT;187.0228917;;0;Mala experiencia;0
CUST01274;29/05/2024;5/06/2025;15;;1047.43;Mes a mes;Tarjeta;Cable;1;2;Sí;Lima Metropolitana;ONT;143.3355883;2.707670483;0;Podría mejorar;0
CUST00590;16/05/2021;21/10/2024;49;80.37158899;3923.44;Mes a mes;Efectivo;Cable;0;3;No;Lima Metropolitana;Modem;81.24530264;2.030889887;0;Conforme;0
CUST01289;29/04/2019;7/05/2024;76;84.52067838;6387.93;Mes a mes;Tarjeta;Fibra;1;4;Sí;Lima Metropolitana;Router;202.3515528;1.612689162;1;Mala experiencia;0
CUST00632;23/03/2021;27/05/2023;51;73.16837011;3672.3;1 año;Tarjeta;Cable;2;3;No;Oriente;Combo;161.0660931;;1;Conforme;0
CUST00244;25/05/2021;18/06/2025;51;59.50119846;3060.16;2 años;Tarjeta;Cable;0;2;Sí;Norte;Combo;83.35676141;1.036175179;1;Rápido y estable;0
CUST01375;31/03/2022;23/09/2024;42;71.65197013;3014.07;1 año;Tarjeta;Fibra;1;1;No;Centro;Modem;169.9293024;1.283218359;2;Cobro incorrecto;0
CUST01452;15/08/2024;12/07/2025;10;87.31498911;767.81;1 año;Tarjeta;Cable;1;3;No;Centro;Router;67.04394465;2.588546354;0;Rápido y estable;1
CUST00765;21/06/2025;28/06/2025;1;75.33241188;95.5;Mes a mes;Débito;Fibra;1;4;No;Centro;ONT;188.3898898;1.552420116;0;Servicio lento;1
CUST00988;23/03/2022;15/02/2023;42;86.36739962;3647.31;2 años;;Fibra;0;4;No;Oriente;Combo;120.224497;8.876513189;1;Podría mejorar;0
CUST00412;17/04/2020;1/08/2022;63;86.0379052;5349.36;Mes a mes;Tarjeta;Fibra;0;3;No;Sur;Router;179.4247759;5.579938791;0;Cobro incorrecto;0
CUST01421;18/07/2022;30/01/2023;35;86.71347575;3118.32;Mes a mes;Billetera;Cable;0;4;Sí;Lima Metropolitana;ONT;143.8631809;0.52419515;2;Muy satisfecho;1
CUST01226;1/09/2024;2/09/2024;12;;1060.83;Mes a mes;Tarjeta;Fibra;0;5;No;Lima Metropolitana;Router;179.4612854;0.979852328;1;Soporte deficiente;1
CUST00309;22/12/2021;9/05/2025;46;69.86184792;3237.7;1 año;Tarjeta;Cable;0;1;Sí;Centro;Router;;3.39603977;0;Soporte deficiente;1
CUST00882;11/08/2019;19/04/2020;75;95.88940328;7199.29;Mes a mes;Débito;Fibra;1;3;Sí;Sur;Modem;216.5565112;0.382519007;0;Podría mejorar;0
CUST00399;7/04/2019;24/11/2019;78;42.28228043;3280.47;2 años;Efectivo;DSL;2;3;No;Oriente;Combo;33.63248867;8.236521857;0;Precio alto;0
CUST00371;19/10/2021;23/07/2022;45;56.30690024;2563.54;1 año;Débito;;0;3;No;Oriente;Modem;14.19538119;1.565147793;0;Excelente atención;1
CUST00055;23/11/2019;23/07/2022;69;31.78913931;2167.62;2 años;Tarjeta;DSL;1;1;Sí;Norte;Router;42.45122522;1.781855128;0;Rápido y estable;1
CUST01339;22/06/2021;6/11/2024;51;48.9097658;2461.73;2 años;Débito;DSL;0;3;Sí;Lima Metropolitana;Router;25.9160367;1.829470479;0;Mala experiencia;0
CUST01183;19/08/2022;25/11/2023;38;94.97415126;3551.4;Mes a mes;;Cable;0;3;No;;Combo;86.25887373;3.095813725;0;Rápido y estable;1
CUST00313;27/09/2021;28/06/2022;46;85.07020272;3885.89;Mes a mes;Tarjeta;Fibra;0;2;Sí;Lima Metropolitana;ONT;278.1756592;0.778030193;0;Podría mejorar;0
CUST00922;21/04/2023;21/02/2025;30;81.18549944;2474.16;2 años;Tarjeta;Fibra;0;2;No;Sur;Modem;140.594012;0.489517428;1;Conforme;1
CUST00110;17/10/2020;9/10/2022;58;92.91273839;5412.14;Mes a mes;Débito;Fibra;0;1;No;;Router;206.4838622;2.651330947;0;Mala experiencia;0
CUST00719;9/05/2020;10/05/2020;62;76.59839966;4710.91;1 año;Efectivo;Cable;0;1;No;Sur;Router;114.210697;3.600511534;2;Cobro incorrecto;1
CUST00692;24/06/2024;27/08/2024;15;60.15697796;901.53;Mes a mes;Tarjeta;DSL;0;2;Sí;Norte;Modem;32.34095297;0.55732651;3;Muy satisfecho;1
CUST00101;22/01/2023;16/04/2023;32;65.40343228;2177.61;Mes a mes;Billetera;Cable;0;2;Sí;Norte;Modem;178.7628112;1.138602046;0;Cobro incorrecto;0
CUST01126;11/05/2023;11/10/2023;27;50.93158338;1459.19;2 años;Débito;DSL;1;4;No;Norte;Combo;31.36935905;8.83993292;2;Mala experiencia;0
CUST00670;18/03/2024;6/08/2025;15;109.1817356;1745.44;Mes a mes;Tarjeta;Fibra;0;3;Sí;Lima Metropolitana;Modem;265.0540108;3.276471485;0;Muy satisfecho;0
CUST01376;16/04/2020;26/05/2025;63;67.06078887;4283.46;1 año;Tarjeta;Satélite;1;3;Sí;Lima Metropolitana;Modem;37.60822963;3.721409411;4;Conforme;1
CUST00267;25/07/2019;11/07/2022;74;54.65243329;3976.11;2 años;Efectivo;Cable;0;3;No;Centro;Router;145.2449372;5.013064856;0;Conforme;0
CUST00679;18/05/2021;18/10/2024;53;64.96430381;3364.39;2 años;Billetera;Fibra;0;1;No;Sur;Combo;255.4418543;0.28891844;1;Todo bien;1
CUST00297;13/05/2022;22/12/2023;41;87.55217744;3566;Mes a mes;Efectivo;DSL;1;3;No;Lima Metropolitana;Modem;16.41554981;6.13379132;0;Caídas frecuentes;0
CUST00530;17/01/2022;24/03/2024;45;90.42177911;4041.61;2 años;Tarjeta;Fibra;0;2;No;Oriente;Router;230.3043568;4.83908887;0;Rápido y estable;1
CUST00945;9/02/2024;31/07/2025;18;61.07057453;1132.86;Mes a mes;Efectivo;DSL;1;3;Sí;Norte;Modem;38.64672971;1.061097754;2;Podría mejorar;1
CUST01014;16/04/2023;24/10/2024;26;85.33207318;2160.41;Mes a mes;Tarjeta;Fibra;1;4;Sí;Lima Metropolitana;Router;182.5170247;10.26937397;1;Caídas frecuentes;1
CUST00951;14/08/2021;25/01/2024;49;63.41825214;3101.05;Mes a mes;Billetera;DSL;2;4;No;Lima Metropolitana;ONT;29.06522512;4.237405317;0;Servicio lento;1
CUST00378;27/10/2020;9/10/2022;57;63.15332423;3631.06;Mes a mes;Débito;Fibra;1;3;No;Centro;ONT;169.2339198;0.67291346;0;Excelente atención;0
CUST00287;4/05/2025;3/06/2025;4;46.79684402;153.33;2 años;Efectivo;Fibra;0;3;No;Lima Metropolitana;Combo;243.7298141;1.733535255;1;Conforme;0
CUST01439;21/03/2022;18/11/2022;40;86.72389338;3400.25;Mes a mes;Efectivo;;1;1;Sí;Sur;ONT;256.4998389;;2;Mala experiencia;1
CUST00731;16/02/2020;24/07/2020;68;64.86099373;4447.38;2 años;Tarjeta;Fibra;1;4;No;Centro;Router;124.405026;2.135567874;0;Servicio lento;0
CUST00127;9/10/2020;14/07/2022;60;80.5586394;4826.82;Mes a mes;Débito;Fibra;1;1;Sí;Lima Metropolitana;Modem;184.4476264;3.984939435;0;Conforme;0
CUST00328;14/03/2020;14/09/2022;67;57.52247582;3894.96;Mes a mes;Tarjeta;DSL;0;1;Sí;Centro;ONT;22.28413433;0.673305842;2;Podría mejorar;0
CUST00293;4/09/2021;;45;57.79083858;2540.05;1 año;Efectivo;DSL;1;3;No;Norte;ONT;36.26944164;5.142457965;0;Rápido y estable;0
CUST00549;27/04/2021;4/10/2023;50;101.850949;5094.31;Mes a mes;Tarjeta;Fibra;0;4;No;Oriente;Modem;257.9298406;0.552085719;1;Soporte deficiente;0
CUST00728;6/02/2022;31/05/2023;41;85.04287853;3474.28;Mes a mes;Tarjeta;Fibra;1;5;No;Norte;Router;;1.226037014;0;Servicio lento;1
CUST00909;26/04/2020;24/10/2024;62;82.39627518;5064.53;Mes a mes;Débito;Fibra;0;4;Sí;Lima Metropolitana;Modem;258.7222853;1.204041915;0;Caídas frecuentes;0
CUST00356;5/11/2019;11/11/2020;70;58.58351414;4180.04;Mes a mes;Billetera;DSL;3;4;Sí;Centro;Combo;41.20880982;9.837383532;1;Cobro incorrecto;1
CUST00171;23/06/2023;11/09/2023;23;72.46083615;1647;2 años;Tarjeta;Fibra;1;4;Sí;Lima Metropolitana;Modem;195.0693642;;0;Conforme;0
CUST00967;24/11/2024;2/01/2025;6;74.76040719;485.99;1 año;Efectivo;Cable;0;3;Sí;Sur;Combo;119.3393847;7.269071585;1;Muy satisfecho;1
CUST01134;27/06/2024;27/01/2025;14;42.20601069;609.32;Mes a mes;Débito;DSL;1;5;No;Sur;ONT;33.0099686;4.013795021;0;Muy satisfecho;1
CUST00652;23/01/2023;2/06/2024;30;73.40960725;2114.53;Mes a mes;Efectivo;Fibra;1;2;No;Lima Metropolitana;Router;203.9061068;7.233334837;1;Muy satisfecho;0
CUST00210;22/12/2022;22/05/2024;33;72.72570163;2424.29;2 años;Efectivo;Cable;1;2;No;Norte;Combo;111.1533206;2.978842745;0;Rápido y estable;1
CUST01398;21/09/2024;26/06/2025;9;76.72265904;670.6;Mes a mes;Efectivo;DSL;2;2;No;Centro;Modem;28.08287871;4.42569274;0;Conforme;1
CUST00141;18/01/2025;7/07/2025;4;90.96069907;345.18;Mes a mes;Efectivo;Fibra;1;3;Sí;Norte;Modem;190.9220372;1.880846552;1;Rápido y estable;1
CUST01084;19/10/2022;12/03/2024;33;;2415.21;Mes a mes;Tarjeta;Fibra;0;1;Sí;Sur;ONT;240.19206;4.768496342;0;Caídas frecuentes;1
CUST00991;13/11/2023;13/07/2025;20;65.17686429;1202.52;Mes a mes;Tarjeta;Cable;0;3;No;Norte;Router;87.16844996;1.112759978;1;Precio alto;1
CUST00651;11/11/2023;12/11/2024;20;73.07649226;1416.19;Mes a mes;Billetera;Fibra;3;3;No;Sur;Modem;186.9853598;6.6591102;1;Todo bien;0
CUST01189;21/09/2023;30/12/2024;21;56.79622273;1261.4;1 año;Tarjeta;DSL;0;4;No;Sur;Modem;31.90323327;9.440104105;0;Todo bien;1
CUST01499;1/10/2023;16/05/2024;23;72.02886434;1643.23;Mes a mes;Tarjeta;Fibra;0;5;Sí;Centro;Combo;130.2922536;9.151251842;0;Precio alto;1
CUST00486;25/08/2023;12/04/2024;23;39.14102122;885.58;2 años;Tarjeta;Cable;1;3;Sí;Centro;Router;93.32834055;0.703131685;0;Caídas frecuentes;0
CUST00528;16/03/2022;25/01/2023;39;64.88236442;2534.54;Mes a mes;Débito;Cable;0;1;No;;Modem;121.0937819;4.951936143;0;Caídas frecuentes;0
CUST00200;27/05/2025;2/06/2025;3;50.49936503;174.8;Mes a mes;Billetera;DSL;2;4;No;Lima Metropolitana;Combo;32.07272566;2.656124303;0;Soporte deficiente;0
CUST00890;29/12/2021;24/06/2024;45;27.50567546;1223.88;2 años;Tarjeta;DSL;0;5;No;Centro;Router;34.28699489;;0;Conforme;1
CUST00845;18/06/2025;21/06/2025;3;82.56170606;179.68;Mes a mes;Tarjeta;Fibra;1;4;No;Sur;Modem;209.9220172;11.66913807;0;Mala experiencia;1
CUST01069;23/04/2022;23/01/2023;38;60.75576373;2212.65;2 años;Tarjeta;Cable;1;3;No;Centro;Combo;87.92715827;;1;Conforme;1
CUST01206;7/09/2019;24/12/2020;74;49.52842431;3659.59;Mes a mes;Débito;DSL;0;2;Sí;Centro;Modem;32.8332172;1.053246258;2;Muy satisfecho;1
CUST01055;31/07/2021;20/04/2024;51;77.23948753;3922.68;1 año;Billetera;Cable;0;1;No;Lima Metropolitana;Modem;89.94293469;3.882163835;2;Excelente atención;0
CUST00011;11/05/2019;1/08/2023;77;48.30322582;3780.6;2 años;Débito;Fibra;0;1;No;Norte;Modem;254.3310294;1.52129293;0;Servicio lento;1
CUST00148;26/01/2023;16/04/2025;30;20.8574401;634.72;2 años;Tarjeta;DSL;1;5;No;Lima Metropolitana;Modem;29.87433416;7.501411535;0;Excelente atención;1
CUST00722;4/05/2020;12/01/2022;64;80.6233135;5283.71;Mes a mes;Cheque;Fibra;0;3;No;Sur;Modem;212.7774109;1.537363388;1;Soporte deficiente;0
CUST00283;29/06/2025;29/07/2025;1;60.15182943;55.53;2 años;Billetera;Cable;0;3;No;Norte;Router;111.9403644;0.262348126;0;Podría mejorar;1
CUST00299;19/07/2022;18/01/2023;38;87.30958976;3255.05;Mes a mes;Débito;Fibra;0;3;No;Norte;Router;167.2151362;4.482299019;1;Todo bien;0
CUST00614;23/04/2024;7/05/2025;15;65.01685045;1000.48;Mes a mes;Efectivo;DSL;2;2;No;Lima Metropolitana;ONT;14.17673777;5.719717575;0;Servicio lento;0
CUST00292;10/07/2022;17/04/2023;35;43.23296187;1540.68;1 año;Tarjeta;Fibra;0;3;No;Sur;Combo;213.632625;;0;Rápido y estable;0
CUST00650;8/03/2020;17/09/2022;65;82.28941195;5341.82;1 año;Efectivo;Fibra;1;3;Sí;Sur;Modem;168.648111;16.85483896;0;Servicio lento;1
CUST00599;10/04/2024;10/05/2025;18;74.82993926;1478.23;1 año;Débito;Fibra;0;2;No;Lima Metropolitana;Router;197.8415722;3.267921205;0;Cobro incorrecto;1
CUST01044;12/06/2025;2/07/2025;1;52.50828273;61.25;Mes a mes;Débito;DSL;0;4;No;;Router;11.88433168;9.862858843;0;Muy satisfecho;1
CUST00553;16/06/2025;17/07/2025;1;84.99095816;25.39;Mes a mes;Débito;Fibra;0;2;Sí;Centro;Router;206.7735218;0.489038081;0;Muy satisfecho;1
CUST01299;30/06/2023;30/04/2025;26;58.9302853;1413.77;Mes a mes;Efectivo;DSL;0;5;No;Centro;Combo;;2.268353796;0;Precio alto;0
CUST00130;14/12/2021;1/10/2024;46;46.62493559;2179.92;1 año;Efectivo;Fibra;1;2;No;Lima Metropolitana;ONT;217.5509363;3.642091548;0;Podría mejorar;0
CUST01062;11/06/2019;8/10/2024;73;73.28056889;5263.28;2 años;Tarjeta;Cable;1;4;No;Centro;Router;136.0420397;0.951026284;0;Conforme;1
CUST00332;28/02/2022;26/06/2023;40;57.20492537;2165.22;2 años;Tarjeta;Cable;0;4;No;Lima Metropolitana;Router;142.9515508;8.827785135;1;Todo bien;0
CUST00324;29/02/2020;13/03/2021;64;45.85939929;2965.67;1 año;Tarjeta;Cable;0;1;Sí;Centro;Otro;87.57317747;1.121195488;0;Precio alto;1
CUST00681;24/11/2021;21/01/2023;47;72.33879169;3447.31;Mes a mes;Tarjeta;Fibra;0;4;No;Lima Metropolitana;Router;195.5281862;2.670165844;0;Excelente atención;0
CUST00479;26/08/2020;11/03/2021;62;50.60536758;3093.58;2 años;Tarjeta;Cable;1;3;Sí;Lima Metropolitana;Modem;82.96632651;0.780224603;0;Cobro incorrecto;1
CUST00562;14/02/2025;18/07/2025;3;78.13321038;254.48;Mes a mes;Tarjeta;Fibra;1;5;No;Lima Metropolitana;Modem;158.7154348;9.227552346;0;Precio alto;1
CUST00136;10/09/2024;18/11/2024;11;77.71796177;716.46;Mes a mes;Tarjeta;Cable;1;3;No;Sur;Modem;153.7384233;10.66747417;1;Precio alto;0
CUST00507;18/03/2024;6/07/2025;18;73.42627446;1341.72;Mes a mes;Billetera;Fibra;0;1;Sí;Sur;Router;145.5280855;0.795949787;0;Podría mejorar;1
CUST00514;22/02/2025;21/05/2025;6;85.46585892;527.04;Mes a mes;Tarjeta;Satélite;0;3;No;Centro;Modem;71.82157108;5.75101242;0;Excelente atención;1
CUST01372;6/06/2025;12/06/2025;4;63.68562973;323.4;Mes a mes;Tarjeta;Cable;0;3;No;Oriente;Modem;102.9926648;2.036499024;0;Conforme;1
CUST00436;14/10/2019;25/02/2025;71;84.14187288;5995.19;Mes a mes;Tarjeta;Cable;1;3;No;Sur;Router;114.583793;6.030406086;2;Mala experiencia;1
CUST00874;17/08/2022;5/11/2024;37;81.14101492;2961.27;Mes a mes;Débito;Fibra;0;5;Sí;Norte;Router;247.4267136;2.096162738;4;Podría mejorar;0
CUST01463;29/11/2023;13/08/2024;20;61.36597396;1228.47;Mes a mes;Efectivo;DSL;2;4;Sí;Sur;ONT;30.26832737;7.048228244;2;Todo bien;0
CUST00753;14/05/2024;9/11/2024;13;302.028287;3936.18;Mes a mes;Billetera;Cable;0;5;No;Lima Metropolitana;Router;134.3469323;0.887385592;0;Todo bien;1
CUST00666;21/12/2019;22/12/2022;66;64.7079899;4332.03;2 años;Tarjeta;Fibra;0;4;No;Lima Metropolitana;Router;184.1217678;1.360944043;1;Servicio lento;0
CUST00159;30/05/2020;7/12/2022;61;41.07264528;2527.66;1 año;Débito;DSL;0;4;Sí;Lima Metropolitana;ONT;44.61633819;3.089414964;0;Conforme;0
CUST01254;7/03/2023;18/07/2025;30;60.07421993;1846.36;Mes a mes;Tarjeta;Cable;2;5;Sí;Sur;Otro;123.48266;1.871891071;0;Servicio lento;0
CUST01293;23/10/2022;19/12/2023;34;57.67459689;1909;Mes a mes;Tarjeta;Cable;1;2;No;Sur;Combo;119.83403;1.610266454;0;Cobro incorrecto;0
CUST00576;27/12/2024;27/07/2025;9;66.58935287;678.39;2 años;Débito;Satélite;1;4;No;Lima Metropolitana;Modem;32.36619607;2.986484112;0;Precio alto;1
CUST00353;16/04/2025;3/08/2025;1;71.93623071;4.2;Mes a mes;Tarjeta;Fibra;1;2;No;Norte;Modem;172.8285901;4.740651337;3;Rápido y estable;0
CUST00938;15/01/2025;;4;66.55892138;210.02;Mes a mes;Efectivo;DSL;0;3;Sí;Norte;Router;40.62782335;2.736820421;0;Podría mejorar;1
CUST01296;13/01/2021;3/06/2024;54;90.98221475;4931.47;2 años;Efectivo;Fibra;0;2;Sí;Lima Metropolitana;Modem;221.943479;4.153442793;1;Rápido y estable;0
CUST01393;22/10/2022;24/10/2024;36;45.96331399;1752.01;Mes a mes;Efectivo;Cable;1;2;Sí;Norte;Modem;119.9949665;1.309256632;0;Excelente atención;0
CUST01301;4/08/2020;23/11/2020;63;62.52778333;3992.53;Mes a mes;Tarjeta;Fibra;0;5;No;Lima Metropolitana;ONT;220.0259823;2.349201492;0;Conforme;0
CUST00592;31/08/2022;10/07/2024;33;94.78071898;3133.38;Mes a mes;Débito;Fibra;0;3;Sí;Sur;Combo;202.1791138;2.596068244;0;Precio alto;1
CUST00665;2/10/2021;21/05/2022;46;95.18101702;4339.5;Mes a mes;Tarjeta;Satélite;0;3;No;Lima Metropolitana;Router;32.89531776;4.671599382;2;Precio alto;1
CUST00196;11/06/2024;1/03/2025;14;73.0050478;1010.15;Mes a mes;Efectivo;Fibra;2;2;No;Sur;Router;236.0684887;3.417672938;0;Conforme;0
CUST01241;4/07/2022;23/07/2022;35;91.35859424;3221.73;Mes a mes;Débito;Satélite;1;2;No;Oriente;ONT;22.16565492;1.656329435;0;Conforme;1
CUST01049;29/01/2022;28/11/2022;42;44.4436051;1895.23;1 año;Tarjeta;DSL;1;5;No;Lima Metropolitana;Modem;27.827124;1.908362866;0;Mala experiencia;1
CUST00439;25/05/2020;29/09/2024;64;65.51457163;4180.21;Mes a mes;Efectivo;Cable;0;3;Sí;Sur;Modem;185.1751677;7.441973854;0;Conforme;0
CUST01436;4/06/2019;29/12/2023;77;60.81988814;4705.08;2 años;Débito;Cable;3;5;No;Centro;Modem;135.9904781;4.990746972;1;Podría mejorar;0
CUST00644;10/10/2019;8/11/2021;71;68.4383951;4822.16;Mes a mes;Débito;DSL;0;3;No;Lima Metropolitana;ONT;17.0809;1.75730286;0;Muy satisfecho;0
CUST00097;16/01/2025;12/04/2025;8;73.11738665;495.57;1 año;Billetera;Fibra;1;2;No;Oriente;ONT;239.6831115;4.297637544;0;Mala experiencia;0
CUST00585;14/01/2021;21/06/2025;55;86.09526045;4768.42;Mes a mes;Tarjeta;Fibra;1;5;No;Sur;ONT;208.9697215;4.21436282;1;Servicio lento;0
CUST01215;12/08/2022;14/03/2023;34;80.58370291;2693.25;Mes a mes;Tarjeta;Fibra;0;3;No;Oriente;Modem;189.2953654;0.457681626;0;Caídas frecuentes;1
CUST00157;11/10/2019;8/08/2020;72;66.37324683;4793.73;2 años;Billetera;Cable;1;4;No;Sur;ONT;103.2551528;2.536579754;0;Muy satisfecho;0
CUST00420;8/07/2022;10/09/2024;38;58.46507574;2231.18;Mes a mes;Tarjeta;Cable;0;4;Sí;Centro;Combo;157.2654736;2.658491162;1;Soporte deficiente;1
CUST00411;24/04/2019;19/11/2022;75;76.70911248;5854.06;Mes a mes;Billetera;Cable;2;3;Sí;Lima Metropolitana;Otro;141.9201272;1.829524689;1;Caídas frecuentes;0
